0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0.44110018,0.45798355,0.3727936,0.42495736,0.47266704,0.6157925,0.4260928,0.44274533,0.61379796,0.43656477,0.4946921,0.61962175,0.44190618,0.42505023,0.6290217,0.50171113,0.53048456,0.6580475,0.5111604,0.3935539,0.58134973,0.6116059,0.5364517,0.34447098,0.61991364,0.40158617,0.72129655,0.5589321,0.48792,0.53082746,0.56139,0.44427845,0.46791625,0.67915887,0.5090395,0.68854094,0.6789858,0.4303741,0.48382065,0.7278387,0.5275035,0.28395247,0.7415149,0.39560568,0.6125076,0.74836653,0.546829,0.46436155,0.74260634,0.4659075,0.37750655,0.0
0.44181055,0.45671076,0.36964476,0.42564,0.47208095,0.65786314,0.42679572,0.44160104,0.6330312,0.43716544,0.4949844,0.6064516,0.44280273,0.4246117,0.63488686,0.5001247,0.53194904,0.65885246,0.51148367,0.3930157,0.5573811,0.6130551,0.5340984,0.3340711,0.6187038,0.40215728,0.7136482,0.552654,0.48906443,0.51136786,0.5576782,0.44329572,0.4525411,0.67841524,0.50963515,0.68943995,0.6789038,0.43003845,0.4917822,0.7292894,0.5285382,0.30670515,0.74318063,0.3931783,0.631933,0.74757385,0.5475559,0.4693623,0.7438741,0.46449694,0.39631644,0.0
0.44003946,0.45657235,0.4071776,0.42402205,0.47284496,0.6299624,0.42465907,0.44164646,0.704721,0.43543717,0.4958838,0.65508825,0.43964657,0.4249658,0.5636185,0.50040334,0.53374326,0.6579572,0.5114606,0.39271817,0.5634983,0.61348885,0.5342436,0.2987196,0.61847425,0.4021532,0.7043379,0.5504992,0.48883426,0.50756806,0.55178577,0.4495268,0.50735736,0.6766789,0.508146,0.48767823,0.68063277,0.43065354,0.66369206,0.72830164,0.52047217,0.4279719,0.74476993,0.39407477,0.65796,0.7467918,0.54645354,0.46749756,0.7433755,0.4694746,0.42271987,0.0
0.43625587,0.4594292,0.36426914,0.42091936,0.47478232,0.5608032,0.42200422,0.4440846,0.60078603,0.43371958,0.4962405,0.70620143,0.43586433,0.42541045,0.7408012,0.49769163,0.5333915,0.69281363,0.508098,0.3933055,0.5344776,0.6133667,0.53761554,0.3567583,0.6172702,0.40230918,0.70623577,0.5502154,0.48926017,0.53202844,0.5516118,0.44685146,0.5504008,0.6762843,0.5088006,0.5059707,0.68049943,0.4306258,0.6630681,0.73301435,0.529218,0.35398686,0.7430219,0.39742148,0.6142423,0.7474562,0.5477847,0.4779967,0.74312377,0.46634886,0.42789957,0.0
0.431908,0.4600323,0.4809129,0.41948867,0.47490582,0.46388364,0.41961616,0.445149,0.5511538,0.43243206,0.49538633,0.7282071,0.43325424,0.42635036,0.7733318,0.49565536,0.5334245,0.7058486,0.50408685,0.3953756,0.49910766,0.6125041,0.5381743,0.49875665,0.6151341,0.40003753,0.6591973,0.5485679,0.4947567,0.55649006,0.55134404,0.44272727,0.54265684,0.67468536,0.50832164,0.48408118,0.6788623,0.4291092,0.6499964,0.7313835,0.5264542,0.35710374,0.7433662,0.3988919,0.61900467,0.7480843,0.54783475,0.4825663,0.74331635,0.46067473,0.40568703,0.0
0.42944548,0.46087715,0.5157401,0.41659474,0.47545156,0.42146295,0.4168154,0.44441313,0.44676772,0.42990005,0.49518487,0.7565386,0.43073297,0.4265682,0.80999386,0.4943173,0.534968,0.70792973,0.5020802,0.39525676,0.53290313,0.61091906,0.5376253,0.4950626,0.61034113,0.4026177,0.6296817,0.54914546,0.496423,0.5641957,0.5507385,0.44441783,0.5393057,0.6656534,0.50917524,0.45967433,0.671935,0.43036208,0.6130809,0.73143625,0.5320109,0.44029292,0.74367046,0.39718127,0.6244315,0.750419,0.5457319,0.4558264,0.7437767,0.460257,0.40054637,0.0
0.42030966,0.4601369,0.47604564,0.40623826,0.47410095,0.5797767,0.40769976,0.4445039,0.65572876,0.42421123,0.49561417,0.6714267,0.42635506,0.42805934,0.8051294,0.48534518,0.53463507,0.6590718,0.49495113,0.39652687,0.64881366,0.6060266,0.5383607,0.4516538,0.6107425,0.40204412,0.604209,0.54306257,0.49139723,0.5520155,0.5434744,0.447761,0.54331404,0.6609113,0.5139355,0.6778853,0.66051126,0.43453032,0.565903,0.7346334,0.5347694,0.48018152,0.7418505,0.39757568,0.6587807,0.7512928,0.54590786,0.44736913,0.7456581,0.44947714,0.264924,0.0
0.41662127,0.4621514,0.4167497,0.4009037,0.47636235,0.5617908,0.40327716,0.44562373,0.6959948,0.41683394,0.49824592,0.58845085,0.42074558,0.4293037,0.6541574,0.48355815,0.5355511,0.6015798,0.48972282,0.39809388,0.6466242,0.60091615,0.54213274,0.38568395,0.59810203,0.4055569,0.6626233,0.5370143,0.48613828,0.5046945,0.53742903,0.45288354,0.48445833,0.6530537,0.50816804,0.5180148,0.65386456,0.43758225,0.5920431,0.73982066,0.54927266,0.44820306,0.7429489,0.39702973,0.6300368,0.75204533,0.55600405,0.4400923,0.74539274,0.44699252,0.26226705,0.0
0.3994981,0.46250173,0.51570284,0.3840568,0.47608608,0.56476676,0.38579807,0.44688678,0.76488894,0.39974344,0.49669632,0.6026162,0.40230617,0.42910275,0.70084894,0.46389526,0.53165,0.63559896,0.4683088,0.39798996,0.7215835,0.5725671,0.54223645,0.5757548,0.5646671,0.4089734,0.6855134,0.51081634,0.48602444,0.3995544,0.5114531,0.44586372,0.46068653,0.6300557,0.50999105,0.49353543,0.631714,0.44017977,0.61194885,0.73994553,0.54816103,0.5909938,0.74673074,0.39190602,0.6136357,0.75189376,0.55457795,0.37400845,0.73997533,0.42090616,0.1691246,0.0
0.3757926,0.4621355,0.46848127,0.35961407,0.47504842,0.58249795,0.3623091,0.44588876,0.699012,0.37541574,0.49582526,0.5463513,0.3799026,0.42816526,0.6677132,0.4415178,0.5336843,0.6398431,0.44706863,0.39953718,0.7472294,0.5568837,0.5465955,0.5776566,0.55137587,0.39981598,0.71016794,0.49789482,0.48545635,0.41716346,0.49849445,0.44218236,0.4715208,0.61858785,0.5085547,0.52820545,0.6181222,0.4381672,0.68720675,0.7470056,0.5620054,0.5487307,0.7462615,0.38821265,0.6970915,0.7469362,0.55682296,0.2659266,0.7460567,0.39515,0.21312362,0.0
0.35535836,0.45802224,0.3945284,0.3431245,0.47250935,0.6178762,0.34440002,0.4448435,0.7064477,0.36568016,0.49323505,0.75188506,0.36718905,0.42803794,0.8443066,0.43064424,0.53003865,0.73441315,0.43513966,0.3974497,0.7165195,0.54894364,0.54810345,0.6473334,0.5507792,0.4019506,0.6713679,0.4848377,0.4899183,0.46600577,0.48754358,0.44267353,0.5783637,0.6052891,0.5078782,0.48860374,0.6062932,0.43576118,0.6690118,0.72800636,0.55150574,0.7028207,0.7240777,0.4008046,0.6639391,0.756286,0.5726887,0.24718344,0.75026524,0.3899033,0.22589344,0.0
0.35038078,0.46004337,0.52528185,0.33966583,0.47399196,0.56980264,0.3411245,0.44662222,0.6338191,0.3530011,0.4951956,0.62378174,0.35661942,0.42967796,0.60918516,0.41398996,0.5247721,0.5959735,0.42362237,0.3977778,0.69230795,0.5443814,0.54912347,0.6417585,0.53741187,0.4010782,0.7399505,0.4622365,0.48646605,0.5347053,0.46519908,0.4469266,0.52945316,0.59654486,0.5116781,0.73147243,0.59774494,0.43785593,0.66326296,0.7109412,0.5520178,0.59264416,0.72085154,0.39990115,0.63404113,0.7694559,0.5785471,0.40750098,0.7570776,0.38629562,0.19310798,0.0
0.33233166,0.45799133,0.35783443,0.32164374,0.47227845,0.5990611,0.32307172,0.4446451,0.65096164,0.34261197,0.4920891,0.7284098,0.34504193,0.4296726,0.81797224,0.40689144,0.52763355,0.7835806,0.41759282,0.4005835,0.71942073,0.5369874,0.54857945,0.54199374,0.53349566,0.3990659,0.67166334,0.45444816,0.48174143,0.5082501,0.4570788,0.44882593,0.5437529,0.59695995,0.51236254,0.75351053,0.600443,0.43717486,0.65645456,0.72787464,0.56029063,0.629046,0.743061,0.3853315,0.72823495,0.76656383,0.57334733,0.25267562,0.75765157,0.38548702,0.11367225,0.0
0.3216101,0.46321082,0.5831386,0.30947202,0.47695875,0.4835935,0.3118264,0.44774133,0.4744441,0.32814562,0.49434516,0.700012,0.33136296,0.43085584,0.7224299,0.39470324,0.5248631,0.68559355,0.4030672,0.39925367,0.7252615,0.5265162,0.5492159,0.52085066,0.51802146,0.39556035,0.7478539,0.44615063,0.4825065,0.54010385,0.44661054,0.4515953,0.5139609,0.5802684,0.514337,0.71554446,0.58897424,0.43699342,0.7278076,0.71994984,0.55964696,0.5229653,0.73108757,0.38817117,0.6947359,0.76281995,0.5772245,0.3316422,0.75902224,0.3842033,0.17179005,0.0
0.31094533,0.46065423,0.41352412,0.29807663,0.47404087,0.5751769,0.3011601,0.4458077,0.72252107,0.31758434,0.492844,0.664291,0.3224778,0.4298906,0.8159469,0.38830596,0.5268551,0.8039763,0.3899321,0.3981244,0.7468586,0.5168306,0.5479394,0.5157888,0.49803135,0.39650223,0.7254755,0.4400686,0.48474354,0.5820169,0.43667138,0.4531904,0.41911665,0.57277715,0.5101075,0.7329971,0.5771524,0.43318075,0.7556951,0.7162374,0.5580589,0.5116036,0.7285623,0.3880037,0.601789,0.7699451,0.57781285,0.28273934,0.76654667,0.3756593,0.1894105,0.0
0.30161136,0.46310216,0.6084543,0.29075843,0.47658905,0.4293929,0.2931143,0.44771358,0.4508326,0.30677745,0.49537915,0.6566598,0.3122971,0.42925584,0.7019664,0.37862754,0.5291195,0.71531105,0.38452363,0.3948161,0.69193995,0.49980998,0.549358,0.5082735,0.48638034,0.39554918,0.6130349,0.420299,0.48404765,0.53886425,0.41800314,0.45115966,0.43189827,0.55817086,0.5106774,0.6630384,0.56232375,0.4330163,0.71325225,0.7102399,0.5561932,0.5060418,0.72178435,0.388586,0.6308461,0.7688241,0.58458173,0.34245658,0.76482743,0.3753478,0.3114185,0.0
0.29188544,0.4624129,0.4830694,0.27693033,0.47652924,0.5756394,0.27965403,0.4461127,0.69511306,0.2954603,0.49585152,0.6060251,0.30064633,0.4294437,0.80014986,0.36667892,0.5307036,0.7449813,0.37511927,0.39849997,0.6439141,0.48942333,0.55275255,0.5601089,0.4776673,0.39313826,0.65145016,0.41053927,0.4844297,0.49111757,0.41202256,0.456672,0.4407938,0.5514692,0.51128495,0.77044725,0.55432427,0.432888,0.7788277,0.7060086,0.5533791,0.7224104,0.714906,0.38734266,0.6922525,0.7759274,0.5866458,0.3912486,0.7679383,0.37337267,0.34147793,0.0
0.27786914,0.4653146,0.62493837,0.26531354,0.4799156,0.49131984,0.26752433,0.44963914,0.5845004,0.28453502,0.49721342,0.66750336,0.28979003,0.43025166,0.74045724,0.35441238,0.5341824,0.6454631,0.3662634,0.39722782,0.6860975,0.47047898,0.5533541,0.57921416,0.4665948,0.38830933,0.6314709,0.4025223,0.48974773,0.59363407,0.4009868,0.455549,0.49131182,0.54120934,0.509585,0.5871835,0.54732686,0.4336792,0.77510214,0.6985307,0.5523114,0.7260395,0.7106811,0.38612685,0.62669367,0.7755,0.5852068,0.45755327,0.77782005,0.37379575,0.3239042,0.0
0.26650196,0.46058142,0.5008897,0.255091,0.47482333,0.6451981,0.25850943,0.44497716,0.6163825,0.275981,0.49551934,0.65906674,0.28324178,0.4281623,0.8409963,0.34704968,0.53313935,0.727334,0.35894477,0.39849758,0.6784007,0.4700117,0.55361056,0.48478627,0.45488498,0.3898943,0.51303726,0.38773453,0.48271555,0.5266878,0.38836902,0.44955724,0.47315353,0.5364685,0.5109346,0.5118985,0.5436553,0.4331829,0.76710963,0.6961321,0.5546758,0.71241814,0.7082359,0.3866206,0.6513634,0.7780068,0.58386034,0.48459327,0.78251195,0.37129563,0.3531017,0.0
